taxon,lfc_(Intercept),lfc_Treatment1,lfc_Diet1,lfc_Timepoint1,lfc_Timepoint2,lfc_Timepoint3,lfc_TreatDiet1,lfc_TreatTime1,lfc_TreatTime2,lfc_TreatTime3,lfc_DietTime1,lfc_DietTime2,lfc_DietTime3,lfc_TreatDietTime1,lfc_TreatDietTime2,lfc_TreatDietTime3,se_(Intercept),se_Treatment1,se_Diet1,se_Timepoint1,se_Timepoint2,se_Timepoint3,se_TreatDiet1,se_TreatTime1,se_TreatTime2,se_TreatTime3,se_DietTime1,se_DietTime2,se_DietTime3,se_TreatDietTime1,se_TreatDietTime2,se_TreatDietTime3,W_(Intercept),W_Treatment1,W_Diet1,W_Timepoint1,W_Timepoint2,W_Timepoint3,W_TreatDiet1,W_TreatTime1,W_TreatTime2,W_TreatTime3,W_DietTime1,W_DietTime2,W_DietTime3,W_TreatDietTime1,W_TreatDietTime2,W_TreatDietTime3,p_(Intercept),p_Treatment1,p_Diet1,p_Timepoint1,p_Timepoint2,p_Timepoint3,p_TreatDiet1,p_TreatTime1,p_TreatTime2,p_TreatTime3,p_DietTime1,p_DietTime2,p_DietTime3,p_TreatDietTime1,p_TreatDietTime2,p_TreatDietTime3,q_(Intercept),q_Treatment1,q_Diet1,q_Timepoint1,q_Timepoint2,q_Timepoint3,q_TreatDiet1,q_TreatTime1,q_TreatTime2,q_TreatTime3,q_DietTime1,q_DietTime2,q_DietTime3,q_TreatDietTime1,q_TreatDietTime2,q_TreatDietTime3,diff_(Intercept),diff_Treatment1,diff_Diet1,diff_Timepoint1,diff_Timepoint2,diff_Timepoint3,diff_TreatDiet1,diff_TreatTime1,diff_TreatTime2,diff_TreatTime3,diff_DietTime1,diff_DietTime2,diff_DietTime3,diff_TreatDietTime1,diff_TreatDietTime2,diff_TreatDietTime3,passed_ss_(Intercept),passed_ss_Treatment1,passed_ss_Diet1,passed_ss_Timepoint1,passed_ss_Timepoint2,passed_ss_Timepoint3,passed_ss_TreatDiet1,passed_ss_TreatTime1,passed_ss_TreatTime2,passed_ss_TreatTime3,passed_ss_DietTime1,passed_ss_DietTime2,passed_ss_DietTime3,passed_ss_TreatDietTime1,passed_ss_TreatDietTime2,passed_ss_TreatDietTime3,name,nickname
Muribaculaceae,0.03122052977263007,0.03411112372383423,0.05751829564457748,0.2828028248472414,0.440418808479134,0.43692227560498254,-0.08948947429841438,-0.05705936887811449,0.04805340625294737,-0.0315209720108685,-1.4659651133497162,-1.4490407913981445,-1.2865961833632755,0.4338338711009326,0.021365330919659947,0.1616965945997032,0.26703107164743567,0.3723246118645064,0.3622533407494714,0.3300311415221968,0.3297111419913986,0.3281507338407714,0.5185651027454526,0.3948022794012269,0.4614569318403691,0.384227575183272,0.45305520922888004,0.4376804982266547,0.4322918354705138,0.5696975626116398,0.48746197318104845,0.48540910298867673,0.11691721708644795,0.09161662333578877,0.15877920000841678,0.8568973932062136,1.3357716873596692,1.3314682264796955,-0.17257133930653631,-0.14452644236161208,0.10413410859666182,-0.082037245754247,-3.235731724274517,-3.310727339393021,-2.9762213342820187,0.7615161088492757,0.04382973871835669,0.3331140549366153,0.907084338739331,0.9271266688111661,0.8740595357268628,0.3931680266366564,0.18409028235660632,0.1854973602338385,0.8632244131038278,0.8853213217597263,0.9172325319097592,0.9347504443857801,0.001558920919463684,0.0012215597270881435,0.0035146254772775525,0.4478064771622189,0.9651111962456347,0.7396153255327524,0.9842830058660825,1,1,0.7279349952874586,0.5867877750116827,0.39418189049690683,1,1,1,1,0.007950496689264789,0.004650299532256938,0.010543876431832657,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Tyzzerella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Blautia,-0.9393920659267827,-0.2758639712964275,0.2968596679813971,-0.08008056649581492,0.08242974212763322,-0.08895504436394405,-0.13910476268982788,0.4261650648817008,-0.019798500348045398,0.7291752927226802,1.1728108449459915,1.6859729226324538,2.224724791790193,0.18650740746764083,0.6289055753082005,-0.31119063025433746,0.32983072183073636,0.46567351940133217,0.45077639321186386,0.4319086808360239,0.4315849283645336,0.4300060995288283,0.6486012404498612,0.5447982697458275,0.6130052757328661,0.5383189395691659,0.5989902032297149,0.5834831542178256,0.5780453530656785,0.7923401714010282,0.7325360469740112,0.7305597979774088,-2.8481035990603174,-0.5923978061949432,0.658551939391098,-0.18541087514334512,0.1909930970944607,-0.20686926176492612,-0.21446885083560227,0.782243792882319,-0.0322974387526693,1.354541404963873,1.957980011396304,2.889497169618452,3.8487028396497047,0.2353880494760925,0.8585319151270554,-0.42596188719374406,0.0049616961331181725,0.554400555963025,0.5111075004461139,0.8532121780574362,0.8488459024735677,0.8364540346901559,0.8304480364928557,0.4355746296573412,0.9742872024930753,0.17804669347189214,0.05249638617765941,0.004561841242590115,1.8973502854755997e-4,0.8142990174775226,0.3922687794679971,0.6708800785641618,0.0272791927131766,0.9828261738452355,0.9966408418155057,0.9739612305634499,1,0.94798123931551,1,0.8920606552801397,1,0.6706740854149189,0.12169616795730136,0.013685523727770346,9.952147197455341e-4,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Marvinbryantia,-0.11078093834569837,0.07944276603728212,-0.3554429566333558,0.1746194673908147,0.5948696388960858,0.38163102130292587,1.3656050872430008,0.4995465285156362,0.09179017039946132,-0.026584996511448935,-0.06829595808095003,-0.8520786646701278,-0.10908948997430243,-2.3305314961677577,-1.8954730961142585,-2.3165879086786463,0.5196238543756625,0.7086546346780135,0.7712354020684793,0.5875518253719759,0.5547943756441439,0.5564479152023443,1.0426108005544852,0.7226999364723812,0.7705218698766906,0.6895953773828138,0.858481465570407,0.8092268088539822,0.8061628176780472,1.091164877047532,1.0269986551787442,1.0097033400420243,-0.21319448176374367,0.1121036428039139,-0.46087479345482046,0.29719840846424744,1.0722344439873106,0.6858342189388045,1.3097937279344696,0.6912225991799668,0.11912727462771541,-0.038551587471983374,-0.07955437690850047,-1.0529540733787996,-0.13531942627732169,-2.1358197511577695,-1.8456432114649268,-2.2943252902206193,0.8315882525658457,0.9109660222233447,0.6457863062613642,0.7671307125242229,0.28670155797882785,0.4947617752958824,0.19306585993373027,0.4915321389386669,0.9054677765016984,0.9693426601060838,0.936796359605669,0.2954189386529379,0.8926904047342588,0.035847535074544704,0.06856445444874328,0.024339446712026824,0.9424666862412917,1,0.9980333824039265,0.9476790752491363,0.7310889728460109,0.8139629206480646,1,0.8920606552801397,1,1,1,0.48126346473007825,1,0.6256775251135999,0.6993574353771813,0.413770594104456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Erysipelatoclostridium,-0.6538643577922911,0.14737432084422344,0.01959371584383698,-0.05468267476732197,-0.21067034767926415,-0.23093659178068887,0.09393112569138955,-0.14741067181879025,-0.32741000250008834,-0.49438078809427805,1.7533730692918272,1.9033537015756659,1.7474970370691465,-0.7997904328333859,-0.27918888194286384,0.08927548976461014,0.33229649653293575,0.4693572156854797,0.4542691318604499,0.39823435950409625,0.3979090384657006,0.3963225267922909,0.6537382288751922,0.49423364084001825,0.5627260664622651,0.4867058190325757,0.5508144080333858,0.5352139832144095,0.5297422606369011,0.7188968819309715,0.6533740423065137,0.6513637894944139,-1.9677136672052846,0.3139918081987691,0.0431323954669588,-0.13731279951688724,-0.529443484097745,-0.5826986259141426,0.14368308528171192,-0.29826110494673225,-0.5818283922023427,-1.0157692157388993,3.183237482025983,3.5562480825789122,3.2987684142249805,-1.1125245538485753,-0.4273032962210787,0.13705933796827335,0.05129662725810506,0.7540463138595435,0.9656642461123409,0.8910080722555275,0.5974521201237805,0.5611629144235586,0.8859801804533785,0.76600714381119694,0.5617471354941688,0.31173320466293303,0.0018447207378046219,5.349608882169705e-4,0.0012703348306353495,0.2680823110717848,0.6699055318736059,0.8912079892973153,0.1224363577982545,0.9828261738452355,1,0.987856775761563,0.8596950109352255,0.829933112615276,1,0.9561110925427414,1,0.7088844839816317,0.008552796148003248,0.002728300529906549,0.0049836212586463705,0.8542948077281665,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Mucispirillum,-0.6636302140445065,-0.6694672472932689,-0.5752988053291426,-0.27931949448380966,0.45470445702253165,0.8789350217217665,1.013090736775733,1.3955432324965928,0.19467355673354356,1.3520630797244721,1.0350173887337244,0.973052829955096,1.520460014076689,-1.5285651718289828,0.4916070684998018,-2.145286881008361,0.476623175809866,0.6851255677921231,0.6590775955063114,0.6229373319363811,0.6226297204072135,0.6211298297517283,0.9548617223312542,0.8336398737231974,0.8983699889981402,0.8305325818116857,0.8713203767803918,0.8566426159930605,0.851502201289171,1.2030344082975268,1.1617458195598835,1.1599173873955022,-1.3923582564294799,-0.9771453274626511,-0.8728847851172836,-0.4483910020540169,0.730296743183324,1.4150584622108482,1.0609816197284723,1.674036087386063,0.21669641586162397,1.6279470659358646,1.187872355927458,1.1358912244017738,1.7856207673623374,-1.2705913989543578,0.4231623305397755,-1.849516960708231,0.165757506342033,0.3299810807028273,0.3840417603121663,0.6546599122765966,0.4665975068000763,0.15957813093321455,0.29030667100913904,0.09666459874796102,0.8288039441265918,0.10609499319692053,0.23717243036910104,0.25821048707559685,0.07662492596764932,0.20627204660582793,0.6729157874573739,0.06678368771626234,0.2726978330143124,0.9828261738452355,0.9966408418155057,0.9439883487380376,0.8400988185064477,0.3875468894092353,1,0.6402512759190857,1,0.6706740854149189,0.35575864555365155,0.4576289520623157,0.15030273939808134,0.8542948077281665,1,0.6811936147058758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA
Lachnospiraceae_UCG-006,-1.1360170285338123,-0.4378132401456479,-0.6441065909045398,-0.5686912016612674,0.02862366176188546,0.6144345811663503,0.5380935172555146,0.7440997010466125,0.3138890809945,0.5786664002437112,2.5952683885516072,2.6463632249638516,2.7702922286725427,-0.18509201410425052,0.12564264761073946,-0.7875964564013904,0.352162520191063,0.4809186945048988,0.5662748146389566,0.4196615595492495,0.41933709505822536,0.42436756549979676,0.7399561052416246,0.5165301643090396,0.5830151904657496,0.504040980324805,0.6511521163017142,0.6357908600026351,0.6345637091661545,0.8037805458645586,0.7433403331266853,0.7388643432435599,-3.225831720869885,-0.9103685199769005,-1.1374452372832562,-1.3551186395820667,0.06825931237471618,1.4478829937031192,0.7271965369889151,1.4405735665834574,0.5383891983050141,1.1480542710452182,3.9856560757134636,4.162317188631626,4.365664453633556,-0.23027680261303504,0.16902439167030445,-1.0659554268702427,0.0015989346031118595,0.36442450134488313,0.25735303602826526,0.17841274041229238,0.9457146087052265,0.1506839180367857,0.46837005835091594,0.15278141718509322,0.5915125998498194,0.2536670330873543,1.2312160209916552e-4,6.385119086690045e-5,2.9189610026066243e-5,0.8183258621095212,0.866106213478804,0.2889020603333947,0.013590944126450805,0.9828261738452355,0.9966408418155057,0.5352382212368771,1,0.3842439909938035,1,0.7745669616409316,1,0.680895720392372,0.0015698004267643603,8.141026835529806e-4,2.9773402226587563e-4,1,1,0.8667061810001842,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA
Lactococcus,-2.0325495220314225,0.28814894010201814,0.22082222481784913,0.09644560660154997,0.2723778180832974,0.19479176724080535,-0.2990637651382639,-0.5753889565489692,-0.32184260021982786,-0.26723973677624546,4.275571458500497,4.1588803365775,4.4775448518334215,0.18993642937769847,0.23034587356676325,0.30303103538505255,0.3106230021388183,0.4370028186199695,0.4235945092460298,0.3779767628521312,0.3776513209733542,0.3760642174386099,0.6086292364087229,0.46409062067749896,0.5325280791816015,0.4558096297389281,0.5218015885109429,0.5061838992306507,0.5007058807940133,0.674571779986228,0.604934941304159,0.6029050141845113,-6.543461070288253,0.6593754727074219,0.5213056826701982,0.2551627932727721,0.7212415340724189,0.5179747452909526,-0.4913726571909678,-1.2398202655097665,-0.6043673804289179,-0.5862968207348123,8.193864397196698,8.216145047083849,8.942465074971727,0.28156592821237825,0.3807779280697,0.5026182039552815,1.1688354741302192e-9,0.5107860430953868,0.6030141520900346,0.7990235340335854,0.4721296206976632,0.6054063235231341,0.6239665965337031,0.21740204904260466,0.5467126031707035,0.5587504731035213,2.768397076968395e-13,2.4557711300449697e-13,4.737836777804886e-15,0.7787495206040347,0.7040248850543203,0.6161314513230018,5.961060918064119e-8,0.9828261738452355,0.9966408418155057,0.9476790752491363,0.8400988185064477,0.829933112615276,1,0.7745669616409316,1,0.834968192037004,1.4118825092538815e-11,1.2524432763229346e-11,2.416296756680492e-13,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Hungatella,0.7276603342627807,-1.210095234335734,0.39073663537496967,-1.5297550374883044,-1.1456858730724557,-1.187351585997034,0.7383333221652799,1.905744141287698,1.2801389582961742,0.9329791329807321,0.4113484351446553,-0.5152277609230558,-0.44683840733583724,-2.370363308124454,-0.7786835816057143,-0.3038453016946367,0.4250211566124475,0.6443801805539354,0.574803059795223,0.5877182619833802,0.6656927390086793,0.8161208999760012,0.8991008280227967,0.8469480042696907,0.9626173013053513,1.0412277562433532,0.7952477066434301,0.8341048310285103,0.9591065581447442,1.1789182370794404,1.1613390324926587,1.2822274189147405,1.7120567363339338,-1.877921250302092,0.6797748006320147,-2.6028713695671475,-1.721043066773661,-1.4548721715519712,0.8211907932383302,2.250131214289819,1.329852431033859,0.8960375166590148,0.5172582475979324,-0.6177014468166351,-0.46589026374731796,-2.010625702081432,-0.6705049600669791,-0.23696677922533207,0.09040826987296315,0.06370384910410007,0.4984313867713702,0.010847972831385121,0.08875712738233742,0.14926250792625276,0.4137567600333999,0.02693404514596941,0.18700359923552556,0.37267730950047795,0.6062736416539433,0.5383673986195779,0.642445141051778,0.047426323514495265,0.5042918589985705,0.8132333278337396,0.17733929859696615,0.9828261738452355,0.9966408418155057,0.09220776906677353,0.34638488869149864,0.3842439909938035,1,0.34340907561111,1,0.7394072022944033,0.7541452615695392,0.7225457191999598,0.8401205690677097,0.6256775251135999,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Intestinimonas,-0.9207699875319132,-0.9799424602744385,-0.8299607977830955,-0.008513361299266295,0.3894940679162271,0.25155404071731896,1.225332299797211,1.1200455527390947,0.8468833559596494,1.6086081503330023,2.3109612752598494,2.280719232688458,2.5572578918764868,-1.1880820333822573,-0.8544823462779907,-1.681683721210583,0.350051830867825,0.4651089963647795,0.5069345126645903,0.41731374858673703,0.4103460316496358,0.4065315482227773,0.6751556891095891,0.48975536477828857,0.5534355867824904,0.4755428471168935,0.5969575736692063,0.5768973650208421,0.5699379232231323,0.732966222705267,0.6648502050434318,0.6615863924111429,-2.6303818644490504,-2.106909279187284,-1.6372150189983874,-0.020400385388924767,0.9491844391681296,0.6187811052230283,1.814888505809982,2.286949022490315,1.5302293097615514,3.382677628494724,3.8712320224961725,3.953422863365064,4.486906007964157,-1.620923306666475,-1.2852253632412898,-2.5418958740697626,0.009616872062745117,0.037287974577067104,0.10407676870748048,0.9837677453759732,0.34489432630679884,0.5374812845362811,0.07200706769074491,0.024509586739633764,0.12934124427947025,0.0010452908287004706,1.9685205416910469e-4,1.4527167390735279e-4,1.9459171823029293e-5,0.10837539401127803,0.20183084424439846,0.012629265345264358,0.044587315927272816,0.9828261738452355,0.663489400510188,1,0.7995277564384883,0.829933112615276,1,0.34340907561111,1,0.053309832263724,0.0020078909525248676,9.26106921159374e-4,2.481044407436235e-4,0.7473057455347986,1,0.3220462663042411,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA
Eisenbergiella,0.45009800056373467,-0.8547425784020478,-0.8172821507359258,-0.725650828190057,-0.916905845707543,0.38720460097497356,-0.1917843812308328,1.2831950429630268,2.0433778965901355,0.9624149917660437,1.1682392299654796,0.21388354177914295,0,-0.3842001254250603,0,0,0.5589168736434511,0.8510647018243871,0.7758601315002492,0.7674771780519852,0.7671803209183732,0.8403058000931962,1.3386881049857107,1.2566006568231611,1.5979898592297397,1.4241546234817555,1.2790966205650345,1.2653464770289968,0.5083830217560389,2.0280333007195974,0.5050924260018845,0.5030381548959134,0.8053040117211865,-1.0043215005507533,-1.0533885136687982,-0.9455015066792056,-1.1951634064465273,0.4607901087104595,-0.1432629307129609,1.0211637531744568,1.278717686966475,0.6757798457397439,0.9133314959814496,0.16903160174858697,0,-0.18944468283076832,0,0,0.4393724126955306,0.33890641433103674,0.3169499522706253,0.3666880155538417,0.2595972779267842,0.6548075357265637,0.8889282234020444,0.33124552416781394,0.22987439805097198,0.5145038855270295,0.38256066527245147,0.8691419957918466,1,0.8535342649329877,1,1,0.6056214337154611,0.9828261738452355,0.9966408418155057,0.719272645894074,0.704480318234505,0.8375897747557078,1,0.8920606552801397,1,0.8199905675587033,0.5002716392024366,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Ruminococcaceae,0.0629553152989768,-0.24486934130064808,0.1734119758587364,-0.44865033264111226,-0.05179103430692981,0.28459261922381024,-0.1017622420105896,0.538470266619026,0.7470633350217057,0.8594436144001867,-1.161915423180779,-1.9386333918031118,0,-0.2610865022888096,0,0,0.423976204574905,0.606444750117898,0.6310805819257883,0.5574226642082585,0.5571094102288434,0.5555819433482772,0.8626389339561622,0.7145304676445889,0.7807262420291015,0.7103878425769604,0.8139596669950768,1.0989645486045576,0.5083830217560389,1.065866872260324,0.5050924260018845,0.5030381548959134,0.14848785054363664,-0.403778483123225,0.2747857893671156,-0.8048656099736414,-0.09296384759621211,0.5122423841003196,-0.117966205795855,0.7536001486319598,0.9568825726673333,1.209823089430304,-1.4274852554675865,-1.7640545313902511,0,-0.24495226287982674,0,0,0.8823972341888757,0.6876426259655519,0.7843139655021454,0.42370248637837105,0.9262056375140173,0.6101411658629319,0.9064422012100369,0.45369084511728064,0.34201621385877146,0.23053587131449663,0.15801637756446116,0.08221421487124143,1,0.8072310954692139,1,1,0.9783099770354927,0.9828261738452355,1,0.7279349952874586,1,0.829933112615276,1,0.8920606552801397,1,0.6706740854149189,0.2624399059876079,0.19058749811060516,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Anaeroplasma,-0.8535968213713324,-0.36730607864289255,0.3952957324366821,1.5209626070487383,1.3266743203890192,2.0496876605623338,0.79873126927892,0.49497754076872896,0.798096746938062,0.1748801101507445,-2.5791165979592967,-2.6091071476661067,-2.8828417142888485,-1.136187317283617,-0.9582679681249461,-0.8759962428289894,0.4181645642516936,0.624339837023854,0.5943424824557255,0.4887957930234715,0.488476448430203,0.48691919442205156,0.8598634640622519,0.6540722958974063,0.7210421538759136,0.6492486610957363,0.735706322571827,0.7674746104945738,0.699931982122459,1.0456778102994329,0.9923952112458364,0.9448910355745713,-2.041294012798157,-0.5883111357971204,0.6650975558795411,3.111652409364545,2.7159432653355116,4.209502693758477,0.9289047653048018,0.7567627368922656,1.1068655870505582,0.2693576754638192,-3.505633319751031,-3.3996006017511817,-4.118745518024451,-1.086555826367078,-0.965611237605583,-0.9270870500917725,0.04378397471847188,0.5575177647509342,0.5074172292674375,0.002534262135061912,0.00800592322828139,6.331843237206794e-5,0.3550061893492217,0.45124558501017675,0.2714165908248542,0.7882950740463515,7.10603027030691e-4,9.770513430581037e-4,8.223929297885488e-5,0.28002638401943897,0.33669201086685296,0.35629428773615435,0.11752540582326662,0.9828261738452355,0.9966408418155057,0.03846142383387566,0.04536689829359455,8.073100127438662e-4,1,0.8920606552801397,1,0.9929189925747908,0.005080256216316894,0.00415246820799694,0.00059917199170308555,0.8542948077281665,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA
Enterorhabdus,-0.20981642540244794,0.014799170887670686,0.3010580973893183,0.17106791945017347,0.5220365852567218,0.25725890935753354,-0.2222399001885978,-0.0024376583535201243,-0.3476596892534346,0.2621370089494704,-2.2708021013845916,0,-2.4464288137765635,1.0095591574603937,0,-0.45017128772390874,0.35569256227601337,0.4717417642655159,0.524633993528705,0.41956727707808134,0.41435322593325696,0.41276968960163807,0.6897038758057348,0.4943442131832952,0.5592973851405962,0.4831919670528813,0.6561342313256615,0.5138608665104242,0.8025597887560763,0.8161981024852092,0.5050924260018845,1.030585861748757,-0.589881396619232,0.031371339170515114,0.5738440533835636,0.4077246458339452,1.2598829997785759,0.6232504852907509,-0.3222250997632423,-0.004931095152956263,-0.6216007771358342,0.5425111070209114,-3.4608804006409417,0,-3.0482823187147146,1.2369045632260443,0,-0.43681104547663047,0.5567831619103951,0.9750461291335628,0.5675870347963046,0.6848542922217136,0.21220761058490675,0.535296544191793,0.7480937476002063,0.9960814865581796,0.5364576536884761,0.5893893120261204,8.785283804423249e-4,1,0.003187557790974879,0.2199791887274138,1,0.6633437766923356,0.7281010578828244,1,0.9966408418155057,0.9439883487380376,0.6366228317547202,0.829933112615276,1,1,1,0.834968192037004,0.005080256216316894,1,0.010160340458732427,0.8542948077281665,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Christensenellaceae_R-7_group,-1.5663868452434242,-0.22243354565523704,0.45318380811429443,0.8449436948451756,0.5528932113287266,0.9215312828686077,0.26804140290965384,-0.481849277151314,0.09124603289934506,0,0.5168658841433365,0.7436292815145086,0.8470798332827588,0.6148965377002878,0.49082157354857436,0,0.740703792450484,0.5712034795998275,0.9194129327092947,0.8219427580792211,0.8486962317686332,0.6672827685285249,0.7418629220120742,0.7194679714574271,0.8142621710287594,0.45292077125726427,1.051526238107069,1.0480705644202069,0.8266661423851522,0.9625709277963194,0.9246229683869075,0.5030381548959134,-2.1147277241032043,-0.38941209848908664,0.4929056270492822,1.0279836236037956,0.6514618430395638,1.3810206502121212,0.36130853147731695,-0.6697299897523323,0.11205977158936724,0,0.4915387418898699,0.7095221512359567,1.024693996585741,0.6388064712363725,0.5308342863306318,0,0.042091193160291945,0.6994730769872256,0.6253432732960036,0.31143383455156193,0.5192598146874554,0.17655398870509448,0.7201718414028229,0.5076893755772529,0.9114548814247743,1,0.6262990912530317,0.48298397153172024,0.3129607400877255,0.5273580630576261,0.5990883142645733,1,0.11752540582326662,0.9828261738452355,0.9966408418155057,0.7122070416258056,0.8542661467438784,0.3914892793026008,1,0.8920606552801397,1,1,0.7605060393786813,0.6842272930032703,0.49878117951481254,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
